Deadly Shot	70	
Spellbreaker	66	
Faerie Dragon	56	
Ancient Brewmaster	46	
Dancing Swords	32	
Magma Rager	16	
Harvest Golem	70	
Spectral Knight	66	
Mechwarper	58	
Oasis Snapjaw	46	
Gnomeregan Infantry	30	
Raid Leader	20	
Spider Tank	70	
Frost Elemental	66	
Micro Machine	52	
Ogre Magi	46	
Ironforge Rifleman	36	
Silverback Patriarch	16	
Unleash the Hounds	74	
Novice Engineer	52	
Silvermoon Guardian	46	
Dragonling Mechanic	36	
Tauren Warrior	20	
Chillwind Yeti	70	
Puddlestomper	52	
Blackwing Corruptor	46	
Mogu'shan Warden	30	
Thrallmar Farseer	14	
Mechanical Yeti	70	
Abusive Sergeant	64	
River Crocolisk	56	
Gurubashi Berserker	44	
Antique Healbot	36	
Dread Corsair	26	
Silver Hand Knight	74	
Arcane Shot	60	
Scavenging Hyena	50	
Lord of the Arena	46	
Booty Bay Bodyguard	34	
Priestess of Elune	26	
Stranglethorn Tiger	72	
Leper Gnome	60	
Ship's Cannon	52	
Nightblade	46	
Cobra Shot	30	
Windfury Harpy	28	
Boulderfist Ogre	70	
Amani Berserker	60	
Stonesplinter Trogg	56	
Salty Dog	40	
Starving Buzzard	30	
Drakonid Crusher	74	
Dire Wolf Alpha	60	
Youthful Brewmaster	50	
Tundra Rhino	46	
Core Hound	30	
Stormwind Champion	70	
Freezing Trap	64	
Flesheating Ghoul	50	
Reckless Rocketeer	48	
Gilblin Stalker	64	
Jungle Panther	58	
Loot Hoarder	60	
Raging Worgen	54	
Acolyte of Pain	60	
Razorfen Hunter	56	
Earthen Ring Farseer	62	
Wolfrider	52	
Burly Rockjaw Trogg	60	
Dragonkin Sorcerer	50	
Cult Master	62	
Lost Tallstrider	58	
Gnomish Inventor	60	
Stormwind Knight	54	
Houndmaster	62	
Darkscale Healer	58	
Hungry Dragon	60	
Fen Creeper	56	
Multi-Shot	64	
Venture Co. Mercenary	54	
Sen'jin Shieldmasta	64	
Spiteful Smith	54	
Frostwolf Warlord	60	
Stormpike Commando	56	
Force-Tank MAX	60	
Archmage	50	
Volcanic Drake	50	
War Golem	50	
