Wild Pyromancer	56	
Counterspell	46	
Nerubian Egg	38	
Lightwarden	20	
Alarm-o-Bot	1	
Blizzard	76	
Imp Master	66	
Arcane Golem	52	
Deathlord	42	
Jeeves	32	
Murloc Tidecaller	16	
Mind Control Tech	66	
Gnomish Experimenter	50	
Demolisher	42	
Grim Patron	38	
Secretkeeper	24	
Azure Drake	80	
Twilight Drake	66	
Injured Blademaster	54	
Goblin Sapper	40	
Gadgetzan Auctioneer	38	
Mana Addict	12	
Bomb Lobber	80	
Violet Teacher	66	
Kirin Tor Mage	58	
Illuminator	44	
Master Swordsmith	20	
Sludge Belcher	80	
Madder Bomber	68	
Questing Adventurer	56	
Kezan Mystic	42	
Coldlight Oracle	12	
Stampeding Kodo	80	
Soot Spewer	50	
Lil' Exorcist	40	
Coldlight Seer	10	
Argent Commander	80	
Vaporize	42	
Ancient Mage	22	
Sunwalker	84	
Arcane Nullifier X-21	48	
Ethereal Arcanist	18	
Wailing Soul	48	
Abomination	40	
Ravenholdt Assassin	44	
Zombie Chow	76	
Mana Wyrm	68	
Argent Squire	54	
Arcane Missiles	48	
Cogmaster	38	
Wisp	16	
Grimscale Oracle	8	
Flamecannon	76	
Mad Bomber	68	
Clockwork Gnome	52	
Leper Gnome	40	
Murloc Raider	34	
Goldshire Footman	22	
Stoneskin Gargoyle	2	
Frostbolt	76	
Acolyte of Pain	66	
Elven Archer	54	
Mirror Image	42	
Southsea Deckhand	34	
Ice Lance	24	
Dark Iron Dwarf	76	
Earthen Ring Farseer	66	
Acidic Swamp Ooze	58	
Voodoo Doctor	40	
Stonetusk Boar	38	
Shieldbearer	22	
Ogre Brute	66	
Annoy-o-Tron	54	
Arcane Explosion	46	
Frostwolf Grunt	32	
Undertaker	26	
Piloted Shredder	80	
Scarlet Crusader	68	
Bloodfen Raptor	52	
Explosive Sheep	46	
Kobold Geomancer	34	
Young Dragonhawk	10	
Fireball	82	
Shattered Sun Cleric	68	
Bloodsail Raider	52	
Ironbeak Owl	40	
Nerub'ar Weblord	38	
Dalaran Mage	14	
Flamestrike	84	
Haunted Creeper	72	
Sen'jin Shieldmasta	68	
Bluegill Warrior	50	
Mad Scientist	48	
Dancing Swords	32	
Flying Machine	12	
Harvest Golem	70	
Spellbreaker	66	
Dire Wolf Alpha	56	
Murloc Tidehunter	44	
Frost Nova	32	
Magma Rager	16	
Spider Tank	70	
Spectral Knight	66	
Faerie Dragon	56	
Unstable Ghoul	42	
Gnomeregan Infantry	30	
Raid Leader	20	
Chillwind Yeti	70	
Stranglethorn Tiger	66	
Micro Machine	52	
Blackwing Technician	46	
Ice Barrier	32	
Silverback Patriarch	16	
Mechanical Yeti	70	
Frost Elemental	66	
Novice Engineer	52	
Duplicate	44	
Ironforge Rifleman	36	
Tauren Warrior	28	
Polymorph	70	
Puddlestomper	52	
Ironfur Grizzly	48	
Dragonling Mechanic	36	
Thrallmar Farseer	12	
Water Elemental	74	
River Crocolisk	52	
Ancient Brewmaster	46	
Mogu'shan Warden	34	
Dread Corsair	20	
Silver Hand Knight	72	
Abusive Sergeant	60	
Ship's Cannon	52	
Cone of Cold	46	
Booty Bay Bodyguard	38	
Windfury Harpy	26	
Boulderfist Ogre	70	
Worgen Infiltrator	62	
Stonesplinter Trogg	56	
Oasis Snapjaw	42	
Nightblade	36	
Core Hound	28	
Drakonid Crusher	70	
Amani Berserker	64	
Youthful Brewmaster	50	
Ogre Magi	48	
Priestess of Elune	30	
Stormwind Champion	70	
Gilblin Stalker	64	
Flesheating Ghoul	50	
Silvermoon Guardian	46	
Loot Hoarder	60	
Jungle Panther	52	
Antique Healbot	44	
Mechwarper	60	
Mirror Entity	54	
Blackwing Corruptor	46	
Sorcerer's Apprentice	64	
Raging Worgen	56	
Gurubashi Berserker	46	
Snowchugger	64	
Razorfen Hunter	52	
Salty Dog	40	
Arcane Intellect	62	
Tinkertown Technician	50	
Reckless Rocketeer	46	
Burly Rockjaw Trogg	60	
Wolfrider	50	
Cult Master	62	
Dragonkin Sorcerer	50	
Gnomish Inventor	60	
Lost Tallstrider	54	
Hungry Dragon	60	
Stormwind Knight	54	
Darkscale Healer	60	
Dragon's Breath	50	
Fen Creeper	60	
Lord of the Arena	50	
Frostwolf Warlord	60	
Venture Co. Mercenary	54	
Force-Tank MAX	60	
Spiteful Smith	52	
Stormpike Commando	56	
Archmage	52	
Volcanic Drake	50	
War Golem	50	
