Spectral Knight	66	
Annoy-o-Tron	54	
Murloc Tidehunter	46	
Nerub'ar Weblord	38	
Magma Rager	16	
Shattered Sun Cleric	70	
Stranglethorn Tiger	66	
Bloodfen Raptor	52	
Blackwing Technician	46	
Unstable Ghoul	38	
Raid Leader	28	
Spider Tank	70	
Frost Elemental	66	
Bloodsail Raider	56	
Ironfur Grizzly	48	
Dancing Swords	32	
Silverback Patriarch	16	
Chillwind Yeti	70	
Guardian of Kings	66	
Bluegill Warrior	50	
Ancient Brewmaster	46	
Gnomeregan Infantry	30	
Tauren Warrior	24	
Hammer of Wrath	70	
Faerie Dragon	56	
Oasis Snapjaw	42	
Ironforge Rifleman	36	
Thrallmar Farseer	12	
Mechanical Yeti	70	
Micro Machine	52	
Ogre Magi	46	
Dragonling Mechanic	38	
Windfury Harpy	26	
Silver Hand Knight	74	
Abusive Sergeant	60	
Novice Engineer	52	
Silvermoon Guardian	46	
Dread Corsair	30	
Core Hound	28	
Boulderfist Ogre	70	
Worgen Infiltrator	62	
Puddlestomper	52	
Antique Healbot	44	
Mogu'shan Warden	34	
Drakonid Crusher	70	
Amani Berserker	60	
River Crocolisk	52	
Blackwing Corruptor	46	
Booty Bay Bodyguard	38	
Dire Wolf Alpha	60	
Seal of Light	50	
Gurubashi Berserker	44	
Nightblade	36	
Gilblin Stalker	64	
Ship's Cannon	52	
Salty Dog	40	
Priestess of Elune	30	
Loot Hoarder	60	
Stonesplinter Trogg	56	
Reckless Rocketeer	46	
Mechwarper	60	
Youthful Brewmaster	50	
Acolyte of Pain	60	
Flesheating Ghoul	50	
Burly Rockjaw Trogg	60	
Jungle Panther	52	
Gnomish Inventor	60	
Raging Worgen	54	
Hungry Dragon	60	
Razorfen Hunter	54	
Darkscale Healer	60	
Tinkertown Technician	50	
Fen Creeper	60	
Wolfrider	50	
Force-Tank MAX	60	
Dragonkin Sorcerer	54	
Lost Tallstrider	54	
Stormwind Knight	54	
Solemn Vigil	56	
Lord of the Arena	50	
Venture Co. Mercenary	54	
Spiteful Smith	54	
Stormpike Commando	56	
Archmage	52	
Volcanic Drake	52	
War Golem	50	
