Gladiator's Longbow	Your hero is Immune while attacking.	Weapon	Epic	Expert
Gorehowl	Attacking a minion costs 1 Attack instead of 1 Durability.	Weapon	Epic	Expert
Crush	Destroy a minion. If you have a damaged minion, this costs (4) less.	Ability	Epic	Goblins
Ancient of Lore	Choose One - Draw 2 cards; or Restore 5 Health.	Minion	Epic	Expert
Ancient of War	Choose One -+5 Attack; or +5 Health and Taunt.	Minion	Epic	Expert
Archmage Antonidas	Whenever you cast a spell, add a 'Fireball' spell to your hand.	Minion	Legendary	Expert
Baron Geddon	At the end of your turn, deal 2 damage to ALL other characters.	Minion	Legendary	Expert
Dr. Boom	Battlecry: Summon two 1/1 Boom Bots. WARNING: Bots may explode.	Minion	Legendary	Goblins
Flame Leviathan	When you draw this, deal 2 damage to all characters.	Minion	Legendary	Goblins
Gahz'rilla	Whenever this minion takes damage, double its Attack.	Minion	Legendary	Goblins
Malorne	Deathrattle: Shuffle this minion into your deck.	Minion	Legendary	Goblins
Neptulon	Battlecry: Add 4 random Murlocs to your hand. Overload: (3)	Minion	Legendary	Goblins
Prophet Velen	Double the damage and healing of your spells and Hero Power.	Minion	Legendary	Expert
Ravenholdt Assassin	Stealth	Minion	Rare	Expert
Troggzor the Earthinator	Whenever your opponent casts a spell, summon a Burly Rockjaw Trogg.	Minion	Legendary	Goblins
Avenging Wrath	Deal 8 damage randomly split among all enemies.	Ability	Epic	Expert
Blizzard	Deal 2 damage to all enemy minions and Freeze them.	Ability	Rare	Expert
Dark Wispers	Choose One - Summon 5 Wisps; or Give a minion +5/+5 and Taunt.	Ability	Epic	Goblins
Force of Nature	Summon three 2/2 Treants with Charge that die at the end of the turn.	Ability	Epic	Expert
Holy Fire	Deal 5 damage. Restore #5 Health to your hero.	Ability	Rare	Expert
Lightbomb	Deal damage to each minion equal to its Attack.	Ability	Epic	Goblins
Recycle	Shuffle an enemy minion into your opponent's deck.	Ability	Rare	Goblins
Siphon Soul	Destroy a minion. Restore #3 Health to your hero.	Ability	Rare	Expert
Anima Golem	At the end of each turn, destroy this minion if it's your only one.	Minion	Epic	Goblins
Argent Commander	Charge, Divine Shield	Minion	Rare	Expert
Cabal Shadow Priest	Battlecry: Take control of an enemy minion that has 2 or less Attack.	Minion	Epic	Expert
Cairne Bloodhoof	Deathrattle: Summon a 4/5 Baine Bloodhoof.	Minion	Legendary	Expert
Frost Elemental	Battlecry: Freeze a character.	Minion	Common	Expert
Gadgetzan Auctioneer	Whenever you cast a spell, draw a card.	Minion	Rare	Expert
Gazlowe	Whenever you cast a 1-mana spell, add a random Mech to your hand.	Minion	Legendary	Goblins
Hogger	At the end of your turn, summon a 2/2 Gnoll with Taunt.	Minion	Legendary	Expert
Illidan Stormrage	Whenever you play a card, summon a 2/1 Flame of Azzinoth.	Minion	Legendary	Expert
Iron Juggernaut	Battlecry: Shuffle a Mine into your opponent's deck. When drawn, it explodes for 10 damage.	Minion	Legendary	Goblins
Kidnapper	Combo: Return a minion to its owner's hand.	Minion	Epic	Expert
Mech-Bear-Cat	Whenever this minion takes damage, add a Spare Part card to your hand.	Minion	Rare	Goblins
Mogor the Ogre	All minions have a 50% chance to attack the wrong enemy.	Minion	Legendary	Goblins
Piloted Sky Golem	Deathrattle: Summon a random 4-Cost minion.	Minion	Epic	Goblins
Priestess of Elune	Battlecry: Restore 4 Health to your hero.	Minion	Common	Expert
Savannah Highmane	Deathrattle: Summon two 2/2 Hyenas.	Minion	Rare	Expert
Shieldmaiden	Battlecry: Gain 5 Armor.	Minion	Rare	Goblins
Sunwalker	TauntDivine Shield	Minion	Rare	Expert
Sylvanas Windrunner	Deathrattle: Take control of a random enemy minion.	Minion	Legendary	Expert
Temple Enforcer	Battlecry: Give a friendly minion +3 Health.	Minion	Common	Expert
The Beast	Deathrattle: Summon a 3/3 Finkle Einhorn for your opponent.	Minion	Legendary	Expert
The Black Knight	Battlecry: Destroy an enemy minion with Taunt.	Minion	Legendary	Expert
Toshley	Battlecry and Deathrattle: Add a Spare Part card to your hand.	Minion	Legendary	Goblins
Trade Prince Gallywix	Whenever your opponent casts a spell, gain a copy of it and give them a Coin.	Minion	Legendary	Goblins
Windfury Harpy	Windfury	Minion	Common	Expert
Doomhammer	Windfury, Overload: (2)	Weapon	Epic	Expert
Bane of Doom	Deal 2 damage to a character. If that kills it, summon a random Demon.	Ability	Epic	Expert
Blessed Champion	Double a minion's Attack.	Ability	Rare	Expert
Brawl	Destroy all minions except one. (chosen randomly)	Ability	Epic	Expert
Cobra Shot	Deal 3 damage to a minion and the enemy hero.	Ability	Common	Goblins
Demonheart	Deal 5 damage to a minion.  If it's a friendly Demon, give it +5/+5 instead.	Ability	Epic	Goblins
Explosive Shot	Deal 5 damage to a minion and 2 damage to adjacent ones.	Ability	Rare	Expert
Holy Wrath	Draw a card and deal damage equal to its cost.	Ability	Rare	Expert
Nourish	Choose One - Gain 2 Mana Crystals; or Draw 3 cards.	Ability	Rare	Expert
Starfall	Choose One - Deal 5 damage to a minion; or 2 damage to all enemy minions.	Ability	Rare	Expert
Abomination	Taunt. Deathrattle: Deal 2 damage to ALL characters.	Minion	Rare	Expert
Antique Healbot	Battlecry: Restore 8 Health to your hero.	Minion	Common	Goblins
Azure Drake	Spell Damage +1. Battlecry: Draw a card.	Minion	Rare	Expert
Blingtron 3000	Battlecry: Equip a random weapon for each player.	Minion	Legendary	Goblins
Bolvar Fordragon	Whenever a friendly minion dies while this is in your hand, gain +1 Attack.	Minion	Legendary	Goblins
Bomb Lobber	Battlecry: Deal 4 damage to a random enemy minion.	Minion	Rare	Goblins
Captain Greenskin	Battlecry: Give your weapon +1/+1.	Minion	Legendary	Expert
Cobalt Guardian	Whenever you summon a Mech, gain Divine Shield.	Minion	Rare	Goblins
Doomguard	Charge. Battlecry: Discard two random cards.	Minion	Rare	Expert
Druid of the Claw	Choose One - Charge; or +2 Health and Taunt.	Minion	Common	Expert
Druid of the Fang	Battlecry: If you have a Beast, transform this minion into a 7/7.	Minion	Common	Goblins
Earth Elemental	Taunt. Overload: (3)	Minion	Epic	Expert
Faceless Manipulator	Battlecry: Choose a minion and become a copy of it.	Minion	Epic	Expert
Fel Reaver	Whenever your opponent plays a card, discard the top 3 cards of your deck.	Minion	Epic	Goblins
Fen Creeper	Taunt	Minion	Common	Expert
