Dire Wolf Alpha	56	
Blackwing Technician	46	
Ironforge Rifleman	36	
Mad Scientist	26	
Piloted Shredder	80	
Harvest Golem	70	
Stranglethorn Tiger	66	
Faerie Dragon	56	
Ancient Brewmaster	46	
Dragonling Mechanic	36	
Dalaran Mage	16	
Spider Tank	70	
Frost Elemental	66	
Micro Machine	52	
Oasis Snapjaw	42	
Mogu'shan Warden	38	
Flying Machine	12	
Chillwind Yeti	70	
Novice Engineer	52	
Ogre Magi	48	
Nightblade	36	
Magma Rager	16	
Mechanical Yeti	74	
Puddlestomper	52	
Silvermoon Guardian	46	
Priestess of Elune	34	
Raid Leader	20	
Sen'jin Shieldmasta	72	
River Crocolisk	52	
Blackwing Corruptor	46	
Silverback Patriarch	20	
Assassinate	74	
Abusive Sergeant	64	
Ship's Cannon	52	
Booty Bay Bodyguard	42	
Tauren Warrior	28	
Silver Hand Knight	72	
Amani Berserker	60	
Shiv	56	
Gurubashi Berserker	44	
Thrallmar Farseer	12	
Boulderfist Ogre	70	
Betrayal	62	
Stonesplinter Trogg	56	
Salty Dog	40	
Windfury Harpy	26	
Drakonid Crusher	70	
Bloodsail Raider	62	
Youthful Brewmaster	50	
Reckless Rocketeer	46	
Vanish	10	
Stormwind Champion	70	
Gilblin Stalker	64	
Flesheating Ghoul	50	
Core Hound	28	
Loot Hoarder	60	
Ironfur Grizzly	52	
Mechwarper	60	
Jungle Panther	52	
Acolyte of Pain	60	
Raging Worgen	54	
Anub'ar Ambusher	60	
Razorfen Hunter	52	
Burly Rockjaw Trogg	60	
Tinkertown Technician	54	
Cult Master	62	
Wolfrider	50	
Gnomish Inventor	60	
Dragonkin Sorcerer	50	
Hungry Dragon	62	
Dread Corsair	50	
Spellbreaker	64	
Lost Tallstrider	54	
Darkscale Healer	62	
Stormwind Knight	54	
Fen Creeper	64	
Tinker's Sharpsword Oil	56	
Frostwolf Warlord	60	
Antique Healbot	52	
Spiteful Smith	64	
Assassin's Blade	50	
Force-Tank MAX	60	
Lord of the Arena	54	
Venture Co. Mercenary	54	
Stormpike Commando	56	
Archmage	52	
Volcanic Drake	50	
Sprint	58	
War Golem	50	
